model,dataset,target,layer,seed,arm,whitened,rho,distortion,epochs_trained,best_epoch
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,7,3,cond_euclidean,True,0.0695,1.1844,1150,850
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,7,3,hyperbolic,True,-0.0033,1.2567,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,7,4,bare_euclidean,True,0.1905,1.1054,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,7,4,cond_euclidean,True,0.2007,1.1033,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,7,4,hyperbolic,True,0.389,0.9805,650,350
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,0,bare_euclidean,True,0.0841,0.996,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,0,cond_euclidean,True,0.1343,1.1364,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,0,hyperbolic,True,0.0721,1.3424,600,300
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,1,bare_euclidean,True,0.3498,0.9582,750,450
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,1,cond_euclidean,True,0.2918,1.0483,550,250
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,1,hyperbolic,True,0.2222,1.0522,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,2,bare_euclidean,True,0.1916,1.0147,450,150
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,2,cond_euclidean,True,0.15,1.0962,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,2,hyperbolic,True,0.1583,1.1416,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,3,bare_euclidean,True,0.0454,1.1657,450,150
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,3,cond_euclidean,True,0.1113,1.1934,1050,750
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,3,hyperbolic,True,0.047,1.2299,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,4,bare_euclidean,True,0.2644,1.055,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,4,cond_euclidean,True,0.3042,1.0195,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,4,hyperbolic,True,0.2948,1.0814,600,300
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,0,bare_euclidean,True,0.0756,1.0658,450,150
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,0,cond_euclidean,True,0.0448,1.2181,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,0,hyperbolic,True,0.1322,1.272,1200,900
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,1,bare_euclidean,True,0.3476,0.9377,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,1,cond_euclidean,True,0.3629,0.9698,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,1,hyperbolic,True,0.2473,1.0773,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,2,bare_euclidean,True,0.1731,1.0293,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,2,cond_euclidean,True,0.2278,1.0682,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,2,hyperbolic,True,0.197,1.0567,550,250
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,3,bare_euclidean,True,0.0953,1.1312,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,3,cond_euclidean,True,0.1485,1.1211,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,3,hyperbolic,True,0.2194,1.2157,1000,700
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,4,bare_euclidean,True,0.3408,1.0308,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,4,cond_euclidean,True,0.3096,1.0606,450,150
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,4,hyperbolic,True,0.3674,1.0047,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,0,bare_euclidean,True,0.1142,0.9976,450,150
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,0,cond_euclidean,True,0.231,1.0983,550,250
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,0,hyperbolic,True,0.2553,1.1299,900,600
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,1,bare_euclidean,True,0.0922,1.0853,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,1,cond_euclidean,True,0.3533,0.9734,750,450
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,1,hyperbolic,True,0.1657,1.0786,600,300
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,2,bare_euclidean,True,0.1613,1.0126,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,2,cond_euclidean,True,0.233,0.9967,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,2,hyperbolic,True,0.3317,1.2112,1100,800
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,3,bare_euclidean,True,0.1026,1.1544,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,3,cond_euclidean,True,0.3186,1.0183,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,3,hyperbolic,True,0.1955,1.1473,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,4,bare_euclidean,True,0.3159,1.0275,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,4,cond_euclidean,True,0.3733,1.0443,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,4,hyperbolic,True,0.4139,0.9903,750,450
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,0,bare_euclidean,True,-0.0245,1.0357,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,0,cond_euclidean,True,0.1064,1.1483,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,0,hyperbolic,True,0.0706,1.1984,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,1,bare_euclidean,True,0.1442,1.065,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,1,cond_euclidean,True,0.2718,1.0411,750,450
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,1,hyperbolic,True,0.2472,1.0444,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,2,bare_euclidean,True,0.1114,1.0249,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,2,cond_euclidean,True,0.2315,1.0435,850,550
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,2,hyperbolic,True,0.0916,1.1162,650,350
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,3,bare_euclidean,True,0.0345,1.1963,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,3,cond_euclidean,True,0.2566,1.0598,1000,700
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,3,hyperbolic,True,0.1734,1.1665,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,4,bare_euclidean,True,0.3334,1.0173,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,4,cond_euclidean,True,0.4567,0.9946,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,4,hyperbolic,True,0.4853,0.9709,450,150
