model,dataset,target,layer,seed,arm,whitened,rho,distortion,epochs_trained,best_epoch
Qwen/Qwen2.5-7B,prontoqa,depth,14,3,bare_euclidean,True,0.6821,0.7083,400,100
Qwen/Qwen2.5-7B,prontoqa,depth,14,3,cond_euclidean,True,0.6271,0.8267,400,100
Qwen/Qwen2.5-7B,prontoqa,depth,14,3,hyperbolic,True,0.6211,0.7862,400,100
Qwen/Qwen2.5-7B,prontoqa,depth,14,4,bare_euclidean,True,0.4072,1.0056,450,150
Qwen/Qwen2.5-7B,prontoqa,depth,14,4,cond_euclidean,True,0.4641,0.9638,1000,700
Qwen/Qwen2.5-7B,prontoqa,depth,14,4,hyperbolic,True,0.4377,0.9612,600,300
Qwen/Qwen2.5-7B,prontoqa,depth,21,0,bare_euclidean,True,0.3363,0.8681,500,200
Qwen/Qwen2.5-7B,prontoqa,depth,21,0,cond_euclidean,True,0.4057,0.9399,800,500
Qwen/Qwen2.5-7B,prontoqa,depth,21,0,hyperbolic,True,0.4774,0.8227,1100,800
Qwen/Qwen2.5-7B,prontoqa,depth,21,1,bare_euclidean,True,0.6479,0.6961,550,250
Qwen/Qwen2.5-7B,prontoqa,depth,21,1,cond_euclidean,True,0.599,0.7985,900,600
Qwen/Qwen2.5-7B,prontoqa,depth,21,1,hyperbolic,True,0.4735,0.9242,500,200
Qwen/Qwen2.5-7B,prontoqa,depth,21,2,bare_euclidean,True,0.5601,0.7419,400,100
Qwen/Qwen2.5-7B,prontoqa,depth,21,2,cond_euclidean,True,0.582,0.8846,1550,1250
Qwen/Qwen2.5-7B,prontoqa,depth,21,2,hyperbolic,True,0.5065,0.9181,550,250
Qwen/Qwen2.5-7B,prontoqa,depth,21,3,bare_euclidean,True,0.6267,0.7555,600,300
Qwen/Qwen2.5-7B,prontoqa,depth,21,3,cond_euclidean,True,0.546,0.8129,550,250
Qwen/Qwen2.5-7B,prontoqa,depth,21,3,hyperbolic,True,0.6038,0.7793,500,200
Qwen/Qwen2.5-7B,prontoqa,depth,21,4,bare_euclidean,True,0.4206,1.0236,600,300
Qwen/Qwen2.5-7B,prontoqa,depth,21,4,cond_euclidean,True,0.5326,0.8952,2000,1700
Qwen/Qwen2.5-7B,prontoqa,depth,21,4,hyperbolic,True,0.3524,1.0035,450,150
Qwen/Qwen2.5-7B,prontoqa,depth,27,0,bare_euclidean,True,0.465,0.7791,350,50
Qwen/Qwen2.5-7B,prontoqa,depth,27,0,cond_euclidean,True,0.5201,0.8148,1100,800
Qwen/Qwen2.5-7B,prontoqa,depth,27,0,hyperbolic,True,0.556,0.7734,800,500
Qwen/Qwen2.5-7B,prontoqa,depth,27,1,bare_euclidean,True,0.5047,0.7994,500,200
Qwen/Qwen2.5-7B,prontoqa,depth,27,1,cond_euclidean,True,0.623,0.7422,700,400
Qwen/Qwen2.5-7B,prontoqa,depth,27,1,hyperbolic,True,0.6329,0.75,800,500
Qwen/Qwen2.5-7B,prontoqa,depth,27,2,bare_euclidean,True,0.6186,0.7114,400,100
Qwen/Qwen2.5-7B,prontoqa,depth,27,2,cond_euclidean,True,0.671,0.7136,700,400
Qwen/Qwen2.5-7B,prontoqa,depth,27,2,hyperbolic,True,0.6871,0.7165,1050,750
Qwen/Qwen2.5-7B,prontoqa,depth,27,3,bare_euclidean,True,0.4903,0.9148,450,150
Qwen/Qwen2.5-7B,prontoqa,depth,27,3,cond_euclidean,True,0.3309,1.0072,400,100
Qwen/Qwen2.5-7B,prontoqa,depth,27,3,hyperbolic,True,0.3698,1.0753,400,100
Qwen/Qwen2.5-7B,prontoqa,depth,27,4,bare_euclidean,True,0.3495,1.0329,400,100
Qwen/Qwen2.5-7B,prontoqa,depth,27,4,cond_euclidean,True,0.4236,0.9457,450,150
Qwen/Qwen2.5-7B,prontoqa,depth,27,4,hyperbolic,True,0.4147,0.9653,400,100
Qwen/Qwen2.5-7B,prontoqa,depth,28,0,bare_euclidean,True,0.3016,0.8825,400,100
Qwen/Qwen2.5-7B,prontoqa,depth,28,0,cond_euclidean,True,0.5555,0.7741,750,450
Qwen/Qwen2.5-7B,prontoqa,depth,28,0,hyperbolic,True,0.2609,0.9529,450,150
Qwen/Qwen2.5-7B,prontoqa,depth,28,1,bare_euclidean,True,0.3611,1.0375,400,100
Qwen/Qwen2.5-7B,prontoqa,depth,28,1,cond_euclidean,True,0.4555,0.8878,700,400
Qwen/Qwen2.5-7B,prontoqa,depth,28,1,hyperbolic,True,0.4434,0.916,350,50
Qwen/Qwen2.5-7B,prontoqa,depth,28,2,bare_euclidean,True,0.3297,0.9078,450,150
Qwen/Qwen2.5-7B,prontoqa,depth,28,2,cond_euclidean,True,0.4778,0.9177,3000,2950
Qwen/Qwen2.5-7B,prontoqa,depth,28,2,hyperbolic,True,0.5168,0.8751,750,450
Qwen/Qwen2.5-7B,prontoqa,depth,28,3,bare_euclidean,True,0.5081,0.8937,450,150
Qwen/Qwen2.5-7B,prontoqa,depth,28,3,cond_euclidean,True,0.5649,0.8383,450,150
Qwen/Qwen2.5-7B,prontoqa,depth,28,3,hyperbolic,True,0.6194,0.903,350,50
Qwen/Qwen2.5-7B,prontoqa,depth,28,4,bare_euclidean,True,0.3134,1.0226,650,350
Qwen/Qwen2.5-7B,prontoqa,depth,28,4,cond_euclidean,True,0.4761,0.9762,950,650
Qwen/Qwen2.5-7B,prontoqa,depth,28,4,hyperbolic,True,0.427,0.9818,600,300
