model,dataset,target,layer,seed,arm,whitened,rho,distortion,epochs_trained,best_epoch
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,4,cond_euclidean,True,0.4385,0.9702,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,14,4,hyperbolic,True,0.4943,0.9167,1900,1600
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,0,bare_euclidean,True,0.3265,0.94,700,400
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,0,cond_euclidean,True,0.4867,0.8184,3000,3000
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,0,hyperbolic,True,0.4267,0.8616,1600,1300
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,1,bare_euclidean,True,0.425,0.9465,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,1,cond_euclidean,True,0.3439,0.9872,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,1,hyperbolic,True,0.1781,1.1695,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,2,bare_euclidean,True,0.4327,0.8639,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,2,cond_euclidean,True,0.4715,0.9057,1500,1200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,2,hyperbolic,True,0.4281,0.9505,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,3,bare_euclidean,True,0.5644,0.8945,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,3,cond_euclidean,True,0.6904,0.8342,2200,1900
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,3,hyperbolic,True,0.6072,0.8676,550,250
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,4,bare_euclidean,True,0.5333,0.9063,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,4,cond_euclidean,True,0.477,0.9527,800,500
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,21,4,hyperbolic,True,0.3679,1.0675,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,0,bare_euclidean,True,0.1896,0.9747,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,0,cond_euclidean,True,0.2099,0.9769,550,250
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,0,hyperbolic,True,0.1628,0.9924,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,1,bare_euclidean,True,0.3272,0.9718,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,1,cond_euclidean,True,0.4341,0.8869,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,1,hyperbolic,True,0.4456,0.9846,950,650
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,2,bare_euclidean,True,0.2654,0.937,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,2,cond_euclidean,True,0.3294,0.9984,550,250
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,2,hyperbolic,True,0.2945,1.0608,550,250
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,3,bare_euclidean,True,0.2465,1.0756,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,3,cond_euclidean,True,0.4778,0.9977,2200,1900
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,3,hyperbolic,True,0.2661,1.1768,600,300
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,4,bare_euclidean,True,0.3872,0.985,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,4,cond_euclidean,True,0.4097,0.9779,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,27,4,hyperbolic,True,0.4043,0.9807,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,0,bare_euclidean,True,0.1608,1.0078,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,0,cond_euclidean,True,0.2288,0.9859,750,450
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,0,hyperbolic,True,0.0255,1.1401,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,1,bare_euclidean,True,0.2362,0.9994,700,400
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,1,cond_euclidean,True,0.3287,0.9692,500,200
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,1,hyperbolic,True,0.3152,1.0061,600,300
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,2,bare_euclidean,True,0.1362,0.9948,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,2,cond_euclidean,True,0.3337,0.9385,850,550
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,2,hyperbolic,True,0.3057,0.9291,650,350
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,3,bare_euclidean,True,0.2765,1.0456,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,3,cond_euclidean,True,0.3676,1.0238,400,100
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,3,hyperbolic,True,0.266,1.1362,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,4,bare_euclidean,True,0.3426,0.9895,350,50
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,4,cond_euclidean,True,0.3584,1.0123,700,400
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,prontoqa,depth,28,4,hyperbolic,True,0.2646,1.0908,350,50
