model,dataset,target,layer,seed,arm,whitened,rho,distortion,epochs_trained,best_epoch
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,0,cond_euclidean,True,0.0961,0.1575,950,650
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,0,hyperbolic,True,0.0711,0.2392,700,400
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,1,bare_euclidean,True,-0.0621,0.19,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,1,cond_euclidean,True,-0.0346,0.2315,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,1,hyperbolic,True,-0.0307,0.218,1300,1000
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,2,bare_euclidean,True,0.0478,0.1915,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,2,cond_euclidean,True,0.0351,0.1508,550,250
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,2,hyperbolic,True,0.0552,0.2199,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,3,bare_euclidean,True,0.0177,0.2158,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,3,cond_euclidean,True,0.0975,0.216,750,450
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,3,hyperbolic,True,0.0184,0.2727,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,4,bare_euclidean,True,0.0032,0.1857,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,4,cond_euclidean,True,0.1056,0.1801,500,200
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,4,hyperbolic,True,0.087,0.1671,900,600
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,5,bare_euclidean,True,0.083,0.2184,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,5,cond_euclidean,True,0.0902,0.1712,650,350
Qwen/Qwen2.5-7B,harm_taxonomy,depth,14,5,hyperbolic,True,0.1083,0.239,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,0,bare_euclidean,True,0.0654,0.2034,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,0,cond_euclidean,True,0.1027,0.1923,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,0,hyperbolic,True,0.1048,0.2,750,450
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,1,bare_euclidean,True,-0.0575,0.206,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,1,cond_euclidean,True,0.0058,0.1766,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,1,hyperbolic,True,-0.0015,0.2558,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,2,bare_euclidean,True,0.034,0.2048,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,2,cond_euclidean,True,0.0229,0.1583,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,2,hyperbolic,True,0.0102,0.221,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,3,bare_euclidean,True,0.0103,0.2108,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,3,cond_euclidean,True,0.0759,0.2177,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,3,hyperbolic,True,-0.0102,0.2521,700,400
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,4,bare_euclidean,True,0.0613,0.2011,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,4,cond_euclidean,True,0.1309,0.1849,950,650
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,4,hyperbolic,True,0.1009,0.2393,700,400
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,5,bare_euclidean,True,0.1417,0.2154,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,5,cond_euclidean,True,0.1355,0.1547,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,depth,21,5,hyperbolic,True,0.1586,0.2506,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,0,bare_euclidean,True,0.088,0.2036,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,0,cond_euclidean,True,0.095,0.157,600,300
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,0,hyperbolic,True,0.1168,0.1974,1000,700
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,1,bare_euclidean,True,-0.0645,0.2089,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,1,cond_euclidean,True,0.0185,0.2105,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,1,hyperbolic,True,-0.0531,0.2501,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,2,bare_euclidean,True,0.0618,0.1921,500,200
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,2,cond_euclidean,True,0.064,0.1737,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,2,hyperbolic,True,0.0723,0.2445,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,3,bare_euclidean,True,0.0703,0.1998,500,200
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,3,cond_euclidean,True,0.0585,0.2031,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,3,hyperbolic,True,0.1139,0.2423,700,400
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,4,bare_euclidean,True,0.0841,0.2125,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,4,cond_euclidean,True,0.0483,0.1989,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,4,hyperbolic,True,0.0782,0.2442,600,300
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,5,bare_euclidean,True,0.1143,0.2057,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,5,cond_euclidean,True,0.0332,0.185,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,27,5,hyperbolic,True,0.1161,0.2262,500,200
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,0,bare_euclidean,True,0.0804,0.2244,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,0,cond_euclidean,True,0.0211,0.1955,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,0,hyperbolic,True,-0.0091,0.2483,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,1,bare_euclidean,True,-0.0142,0.2279,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,1,cond_euclidean,True,-0.0012,0.1628,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,1,hyperbolic,True,-0.0317,0.2414,600,300
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,2,bare_euclidean,True,0.1572,0.2186,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,2,cond_euclidean,True,0.1334,0.1574,500,200
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,2,hyperbolic,True,0.1209,0.232,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,3,bare_euclidean,True,0.0767,0.2235,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,3,cond_euclidean,True,-0.0303,0.2224,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,3,hyperbolic,True,0.0076,0.2498,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,4,bare_euclidean,True,0.075,0.2236,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,4,cond_euclidean,True,0.0972,0.1869,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,4,hyperbolic,True,0.0581,0.2267,500,200
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,5,bare_euclidean,True,0.208,0.2223,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,5,cond_euclidean,True,0.1112,0.185,500,200
Qwen/Qwen2.5-7B,harm_taxonomy,depth,28,5,hyperbolic,True,0.1272,0.2014,1050,750
