model,arm,naming,branching,role,layer,dim,seed,rho_cond_euc,rho_hyp,delta,shuffle_rho_hyp,n_train,n_val
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,0,16,4,0.0291,0.0291,0.0,-0.0203,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,0,2,5,0.028,0.0835,0.0555,0.0272,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,0,3,5,0.028,0.0694,0.0414,0.026,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,0,5,5,0.028,0.028,0.0,0.0268,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,0,8,5,0.028,0.028,0.0,0.0286,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,0,16,5,0.028,0.0925,0.0645,0.0287,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,2,0,0.0298,0.0056,-0.0242,0.0043,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,3,0,0.0662,0.0126,-0.0536,-0.0056,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,5,0,0.0077,0.0622,0.0545,-0.0018,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,8,0,0.0198,0.0743,0.0546,-0.002,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,16,0,0.0633,0.0851,0.0218,0.0196,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,2,1,0.0276,-0.0356,-0.0632,-0.0119,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,3,1,-0.0029,-0.0188,-0.0159,-0.0277,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,5,1,-0.0207,0.0803,0.101,-0.0354,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,8,1,0.0329,0.0933,0.0605,-0.0045,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,16,1,0.051,0.133,0.082,-0.024,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,2,2,0.016,0.0225,0.0065,0.0216,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,3,2,0.0156,-0.0117,-0.0274,0.001,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,5,2,-0.0009,0.0556,0.0565,0.011,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,8,2,0.0347,0.0799,0.0452,0.0457,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,16,2,0.0452,0.0887,0.0435,-0.0024,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,2,3,0.0247,0.0043,-0.0204,0.0136,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,3,3,0.0178,0.0629,0.0451,0.0143,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,5,3,0.0484,0.0542,0.0059,-0.0014,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,8,3,0.0279,0.0962,0.0683,0.0496,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,16,3,0.052,0.0465,-0.0055,0.0243,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,2,4,-0.0353,0.0121,0.0474,0.0251,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,3,4,-0.0112,0.0344,0.0456,-0.0104,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,5,4,0.0329,0.0272,-0.0057,-0.021,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,8,4,-0.0364,0.0306,0.067,0.0067,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,16,4,0.0692,0.0351,-0.0341,-0.0321,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,2,5,0.0063,0.0238,0.0175,0.0048,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,3,5,0.0439,0.0518,0.0079,0.0083,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,5,5,0.0004,0.0788,0.0784,-0.0123,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,8,5,0.0112,0.0292,0.0179,0.0299,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,4,16,5,0.0757,0.0909,0.0152,-0.0007,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,2,0,-0.0267,-0.024,0.0027,-0.015,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,3,0,-0.0421,0.006,0.0481,0.0174,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,5,0,-0.0247,0.1121,0.1369,-0.0015,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,8,0,0.0155,0.1245,0.109,-0.0024,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,16,0,0.0492,0.0522,0.003,-0.0172,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,2,1,0.0193,-0.0087,-0.028,0.0147,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,3,1,-0.0166,0.0785,0.0951,0.0157,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,5,1,0.0315,0.1048,0.0733,-0.0402,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,8,1,0.0058,0.1488,0.143,-0.0782,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,16,1,0.0336,0.0489,0.0153,0.0063,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,2,2,0.0312,-0.0118,-0.043,0.0164,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,3,2,-0.0072,0.0312,0.0384,-0.0259,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,5,2,-0.0215,0.1369,0.1584,-0.013,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,8,2,0.0008,0.1273,0.1265,-0.0371,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,16,2,0.0976,0.0421,-0.0555,0.0533,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,2,3,0.0289,0.0095,-0.0194,-0.0516,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,3,3,0.0579,0.0518,-0.0062,-0.0013,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,5,3,0.0198,0.1065,0.0867,-0.0089,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,8,3,0.0316,0.1355,0.1039,-0.03,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,16,3,0.0566,0.0547,-0.0019,0.014,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,2,4,-0.0079,0.0599,0.0678,-0.005,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,3,4,0.0136,-0.013,-0.0266,0.0292,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,5,4,-0.0275,0.1506,0.1781,-0.0139,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,8,4,-0.0109,0.1411,0.152,-0.0215,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,16,4,0.0414,0.0955,0.0541,-0.0567,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,2,5,0.017,0.0191,0.0022,-0.0222,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,3,5,0.0015,0.0303,0.0288,-0.008,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,5,5,-0.0212,0.0575,0.0787,-0.0093,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,8,5,0.0064,0.1061,0.0997,0.0428,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,8,16,5,0.0797,0.1807,0.1009,0.0148,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,2,0,0.0065,0.0148,0.0083,0.0141,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,3,0,-0.0023,0.0207,0.023,-0.0001,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,5,0,-0.0423,0.0732,0.1155,0.0086,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,8,0,-0.0343,0.0649,0.0992,-0.029,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,16,0,0.0595,0.1178,0.0583,-0.0018,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,2,1,-0.0001,-0.0133,-0.0132,0.0002,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,3,1,-0.0198,-0.0125,0.0073,0.0165,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,5,1,0.0178,0.0659,0.048,-0.0351,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,8,1,0.0157,0.1303,0.1145,-0.0068,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,16,1,0.0625,0.0478,-0.0148,0.0104,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,2,2,0.0042,0.0097,0.0055,-0.0178,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,3,2,0.005,0.0291,0.0242,0.0241,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,5,2,0.0025,0.0588,0.0563,-0.0085,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,8,2,0.0047,0.1124,0.1077,-0.0059,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,16,2,0.0932,0.1029,0.0098,-0.031,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,2,3,-0.0267,0.0045,0.0312,0.0002,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,3,3,0.0057,0.0083,0.0026,0.0466,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,5,3,0.0009,0.0936,0.0927,0.0027,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,8,3,0.0041,0.1249,0.1208,0.0178,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,16,3,0.0659,0.0475,-0.0184,-0.003,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,2,4,-0.0292,-0.0112,0.018,-0.0197,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,3,4,-0.0075,-0.0286,-0.0211,0.0065,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,5,4,-0.0389,0.0199,0.0588,-0.0275,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,8,4,-0.0019,0.0967,0.0987,0.0002,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,16,4,0.0203,0.0804,0.0602,-0.0013,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,2,5,-0.0029,0.0338,0.0367,0.0393,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,3,5,-0.0223,-0.035,-0.0127,-0.0216,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,5,5,0.0157,0.0395,0.0238,0.0415,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,8,5,-0.0008,0.0897,0.0905,0.0517,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,12,16,5,0.1067,0.0605,-0.0462,0.0249,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,2,0,-0.0054,0.0338,0.0392,0.0263,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,3,0,0.0566,0.0198,-0.0368,0.0309,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,5,0,0.0485,0.0693,0.0208,0.0232,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,8,0,0.0059,0.0892,0.0833,0.0166,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,16,0,0.0841,0.0477,-0.0364,-0.0173,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,2,1,0.019,0.0386,0.0196,-0.0192,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,3,1,-0.0062,0.0428,0.049,-0.0037,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,5,1,0.0045,0.0965,0.092,0.0263,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,8,1,-0.0133,0.1043,0.1176,-0.0033,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,16,1,0.0872,0.1134,0.0262,0.02,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,2,2,-0.0151,0.0195,0.0346,0.0288,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,3,2,0.0264,0.0621,0.0357,-0.0242,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,5,2,-0.0017,0.1087,0.1104,0.0238,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,8,2,0.0442,0.1255,0.0814,0.0036,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,16,2,0.058,0.0512,-0.0069,0.0363,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,2,3,0.0164,-0.025,-0.0414,-0.0022,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,3,3,-0.035,-0.0342,0.0008,0.0329,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,5,3,0.072,0.0741,0.0021,0.0054,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,8,3,0.0566,0.1622,0.1056,0.0012,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,16,3,0.0529,0.0735,0.0205,-0.0019,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,2,4,-0.0227,0.0164,0.0391,0.0093,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,3,4,0.056,0.0063,-0.0498,0.0328,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,5,4,0.0198,0.0781,0.0583,0.0037,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,8,4,0.0294,0.0847,0.0554,-0.046,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,16,4,0.0892,0.0654,-0.0238,-0.0145,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,2,5,0.0231,0.0026,-0.0204,0.002,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,3,5,0.0119,0.0187,0.0068,-0.0247,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,5,5,0.0304,0.0977,0.0674,-0.0204,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,8,5,0.0307,0.1188,0.0881,-0.0117,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,16,16,5,0.0675,0.0416,-0.0259,-0.0464,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,2,0,0.0007,0.0628,0.062,0.0134,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,3,0,0.0162,0.0458,0.0296,0.0515,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,5,0,0.045,0.1231,0.0781,-0.0297,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,8,0,0.0919,0.0942,0.0023,0.0237,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,16,0,0.1606,0.1094,-0.0512,-0.033,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,2,1,0.0947,0.0952,0.0005,0.0088,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,3,1,0.0433,0.052,0.0087,-0.024,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,5,1,0.0758,0.0757,-0.0001,-0.0009,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,8,1,0.008,0.1814,0.1734,-0.0081,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,16,1,0.1157,0.0096,-0.106,0.0126,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,2,2,0.0278,-0.0038,-0.0315,-0.0298,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,3,2,0.0749,0.0247,-0.0502,-0.0165,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,5,2,0.0805,0.1137,0.0332,0.0014,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,8,2,0.0557,0.1918,0.1362,0.0265,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,16,2,0.1255,0.0421,-0.0834,-0.0067,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,2,3,0.0306,0.0437,0.0131,0.0241,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,3,3,0.0316,0.0268,-0.0048,0.0045,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,5,3,0.0719,0.1522,0.0803,0.0092,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,8,3,0.0534,0.1721,0.1187,0.0028,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,16,3,0.1312,0.1909,0.0598,-0.0272,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,2,4,0.0287,0.0018,-0.0269,-0.034,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,3,4,0.0775,0.0536,-0.0239,0.022,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,5,4,0.0261,0.1558,0.1297,-0.0176,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,8,4,0.086,0.1249,0.0389,-0.0123,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,16,4,0.0702,0.2041,0.1339,-0.0575,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,2,5,0.0918,0.104,0.0121,-0.0332,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,3,5,0.0791,0.0936,0.0145,-0.0314,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,5,5,0.0804,0.1076,0.0272,-0.025,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,8,5,0.0954,0.1077,0.0122,0.002,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,20,16,5,0.0986,0.1709,0.0723,0.0015,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,2,0,0.0596,0.0821,0.0224,0.0286,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,3,0,0.0952,0.0507,-0.0445,-0.0102,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,5,0,0.0648,0.0854,0.0206,-0.0104,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,8,0,0.0978,0.1374,0.0396,0.0107,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,16,0,0.1766,0.274,0.0975,-0.0058,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,2,1,0.0418,0.0442,0.0024,-0.022,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,3,1,0.0859,0.0588,-0.0271,-0.0239,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,5,1,0.1011,0.1388,0.0377,-0.0261,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,8,1,0.12,0.1395,0.0195,-0.047,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,16,1,0.1909,0.0806,-0.1103,0.0171,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,2,2,0.0372,0.0825,0.0453,0.0281,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,3,2,0.0257,0.0436,0.0178,0.0612,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,5,2,0.0623,0.0763,0.014,0.0071,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,8,2,0.0796,0.1945,0.115,-0.0264,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,16,2,0.1323,0.2133,0.081,-0.0042,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,2,3,0.0342,0.0367,0.0025,0.0032,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,3,3,0.0368,0.1222,0.0854,0.0139,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,5,3,0.0484,0.0709,0.0225,-0.0325,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,8,3,0.0929,0.1168,0.0239,-0.0247,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,16,3,0.1579,0.0851,-0.0727,-0.0488,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,2,4,0.0277,0.0553,0.0276,-0.0133,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,3,4,0.0389,0.0558,0.0169,-0.0049,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,5,4,0.0989,0.1073,0.0084,-0.018,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,8,4,0.1247,0.1473,0.0226,-0.0124,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,16,4,0.1178,0.1542,0.0365,-0.0467,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,2,5,0.0334,0.0809,0.0475,-0.0109,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,3,5,0.1064,0.0888,-0.0176,0.0298,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,5,5,0.1058,0.1072,0.0014,-0.0241,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,8,5,0.0623,0.199,0.1367,-0.0233,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,24,16,5,0.1555,0.1478,-0.0077,-0.0153,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,28,2,0,0.0484,0.0485,0.0002,-0.0131,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,28,3,0,0.0673,0.0343,-0.033,0.0188,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,28,5,0,0.1147,0.1408,0.0261,-0.0108,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,28,8,0,0.1025,0.1868,0.0843,-0.0154,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,28,16,0,0.1641,0.1464,-0.0177,0.0037,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,28,2,1,0.0558,0.1273,0.0716,0.0106,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,28,3,1,0.0528,0.1438,0.0909,-0.0088,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,28,5,1,0.0633,0.1645,0.1012,-0.0127,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,28,8,1,0.1579,0.1548,-0.0031,0.0053,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,28,16,1,0.2132,0.2013,-0.0119,-0.0263,42,18
Qwen/Qwen2.5-3B,fictional_b1,fictional,1,premise,28,2,2,0.0791,0.0621,-0.017,-0.0185,42,18
