model,dataset,target,layer,seed,arm,whitened,rho,distortion,epochs_trained,best_epoch
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,7,5,cond_euclidean,True,0.0998,1.2403,950,650
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,7,5,hyperbolic,True,0.1986,1.0935,1150,850
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,0,bare_euclidean,True,0.2279,1.1345,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,0,cond_euclidean,True,0.2125,1.1045,1250,950
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,0,hyperbolic,True,0.2236,1.0747,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,1,bare_euclidean,True,0.2078,1.1422,500,200
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,1,cond_euclidean,True,0.2077,1.1312,1150,850
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,1,hyperbolic,True,0.268,1.0618,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,2,bare_euclidean,True,0.1521,1.2978,650,350
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,2,cond_euclidean,True,0.1289,1.2643,950,650
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,2,hyperbolic,True,0.1491,1.1694,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,3,bare_euclidean,True,0.1726,1.1998,500,200
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,3,cond_euclidean,True,0.1441,1.2021,850,550
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,3,hyperbolic,True,0.2208,0.9962,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,4,bare_euclidean,True,0.1011,1.2263,800,500
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,4,cond_euclidean,True,0.1474,1.1371,1250,950
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,4,hyperbolic,True,0.1575,1.0566,850,550
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,5,bare_euclidean,True,0.1665,1.1905,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,5,cond_euclidean,True,0.1487,1.1453,1550,1250
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,14,5,hyperbolic,True,0.251,1.0463,600,300
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,0,bare_euclidean,True,0.1973,1.129,550,250
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,0,cond_euclidean,True,0.1642,1.1766,750,450
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,0,hyperbolic,True,0.2094,1.0052,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,1,bare_euclidean,True,0.1564,1.1855,1550,1250
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,1,cond_euclidean,True,0.149,1.1918,650,350
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,1,hyperbolic,True,0.1788,1.0502,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,2,bare_euclidean,True,0.1397,1.2551,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,2,cond_euclidean,True,0.1109,1.2206,1200,900
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,2,hyperbolic,True,0.0568,1.2152,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,3,bare_euclidean,True,0.1387,1.2345,600,300
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,3,cond_euclidean,True,0.1733,1.1572,1600,1300
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,3,hyperbolic,True,0.1379,1.097,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,4,bare_euclidean,True,0.1073,1.2229,650,350
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,4,cond_euclidean,True,0.0937,1.1697,1400,1100
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,4,hyperbolic,True,0.0796,1.2479,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,5,bare_euclidean,True,0.1431,1.1896,600,300
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,5,cond_euclidean,True,0.1394,1.117,1500,1200
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,21,5,hyperbolic,True,0.1468,1.1194,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,0,bare_euclidean,True,0.1571,1.1991,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,0,cond_euclidean,True,0.2464,1.0893,1500,1200
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,0,hyperbolic,True,0.2454,0.9706,700,400
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,1,bare_euclidean,True,0.1441,1.1919,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,1,cond_euclidean,True,0.1568,1.1669,1350,1050
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,1,hyperbolic,True,0.1302,1.1883,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,2,bare_euclidean,True,0.1186,1.3167,500,200
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,2,cond_euclidean,True,0.0613,1.2741,750,450
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,2,hyperbolic,True,0.0771,1.2898,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,3,bare_euclidean,True,0.1396,1.2298,650,350
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,3,cond_euclidean,True,0.1644,1.1635,850,550
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,3,hyperbolic,True,0.2156,1.0505,600,300
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,4,bare_euclidean,True,0.0737,1.267,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,4,cond_euclidean,True,0.0856,1.2056,1100,800
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,4,hyperbolic,True,0.0964,1.1419,550,250
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,5,bare_euclidean,True,0.1713,1.1923,750,450
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,5,cond_euclidean,True,0.2055,1.1365,1300,1000
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,27,5,hyperbolic,True,0.2384,1.1475,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,0,bare_euclidean,True,0.1517,1.1449,550,250
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,0,cond_euclidean,True,0.1733,1.1289,1950,1650
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,0,hyperbolic,True,0.209,1.088,550,250
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,1,bare_euclidean,True,0.1439,1.1703,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,1,cond_euclidean,True,0.1498,1.1796,1500,1200
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,1,hyperbolic,True,0.1568,1.0677,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,2,bare_euclidean,True,0.1186,1.2623,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,2,cond_euclidean,True,0.097,1.2284,1300,1000
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,2,hyperbolic,True,0.11,1.2384,400,100
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,3,bare_euclidean,True,0.1523,1.2065,600,300
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,3,cond_euclidean,True,0.1336,1.164,1450,1150
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,3,hyperbolic,True,0.1961,1.2133,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,4,bare_euclidean,True,0.1108,1.2194,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,4,cond_euclidean,True,0.0689,1.3341,350,50
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,4,hyperbolic,True,0.1088,1.1606,450,150
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,5,bare_euclidean,True,0.1795,1.1287,850,550
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,5,cond_euclidean,True,0.2546,1.0938,1650,1350
Qwen/Qwen2.5-7B,harm_taxonomy,taxonomy,28,5,hyperbolic,True,0.2032,1.1472,400,100
