model,dataset,target,layer,seed,arm,whitened,rho,distortion,epochs_trained,best_epoch
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,1,cond_euclidean,True,0.2228,0.3053,1000,700
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,1,hyperbolic,True,0.2391,0.2509,1000,700
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,2,bare_euclidean,True,0.0638,0.3178,450,150
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,2,cond_euclidean,True,0.0574,0.329,400,100
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,2,hyperbolic,True,0.1426,0.3066,900,600
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,3,bare_euclidean,True,0.2344,0.2722,350,50
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,3,cond_euclidean,True,0.3076,0.214,1050,750
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,3,hyperbolic,True,0.2824,0.2573,850,550
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,4,bare_euclidean,True,0.3076,0.3011,450,150
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,4,cond_euclidean,True,0.3562,0.2365,800,500
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,4,hyperbolic,True,0.3428,0.2876,950,650
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,5,bare_euclidean,True,0.337,0.272,350,50
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,5,cond_euclidean,True,0.338,0.227,450,150
Qwen/Qwen2.5-7B,harm_beavertails,depth,27,5,hyperbolic,True,0.375,0.2772,1300,1000
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,0,bare_euclidean,True,0.1415,0.3403,350,50
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,0,cond_euclidean,True,0.2388,0.2745,1000,700
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,0,hyperbolic,True,0.1304,0.3354,400,100
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,1,bare_euclidean,True,0.1241,0.3305,350,50
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,1,cond_euclidean,True,0.1933,0.2787,1200,900
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,1,hyperbolic,True,0.0926,0.3529,350,50
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,2,bare_euclidean,True,0.1161,0.311,400,100
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,2,cond_euclidean,True,0.1156,0.2888,350,50
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,2,hyperbolic,True,0.1519,0.3289,350,50
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,3,bare_euclidean,True,0.1584,0.2843,350,50
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,3,cond_euclidean,True,0.2586,0.227,550,250
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,3,hyperbolic,True,0.2348,0.2448,950,650
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,4,bare_euclidean,True,0.2753,0.3123,450,150
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,4,cond_euclidean,True,0.3026,0.2749,500,200
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,4,hyperbolic,True,0.2377,0.3321,400,100
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,5,bare_euclidean,True,0.203,0.3081,450,150
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,5,cond_euclidean,True,0.2927,0.1874,750,450
Qwen/Qwen2.5-7B,harm_beavertails,depth,28,5,hyperbolic,True,0.2519,0.2314,1250,950
