model,arm,naming,branching,role,layer,radial_depth_rho,radial_depth_absrho,n_prompts
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,last,20,0.6371,0.6371,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,last,24,0.3321,0.3536,18
Qwen/Qwen2.5-7B,fictional_b2,fictional,2,last,28,0.1512,0.3107,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,premise,0,0.5151,0.5151,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,premise,4,0.0502,0.1994,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,premise,8,0.5375,0.5375,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,premise,12,0.3867,0.3867,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,premise,16,0.2685,0.3248,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,premise,20,0.5542,0.5542,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,premise,24,0.2044,0.3103,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,premise,28,0.2456,0.2825,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,last,0,0.5151,0.5151,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,last,4,0.0413,0.2071,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,last,8,0.5274,0.5274,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,last,12,0.3883,0.3883,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,last,16,0.2611,0.3163,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,last,20,0.5139,0.5139,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,last,24,0.1554,0.2907,18
Qwen/Qwen2.5-7B,fictional_b3,fictional,3,last,28,0.1825,0.2429,18
Qwen/Qwen2.5-7B,real_b2,real,2,premise,0,-0.3475,0.3475,18
Qwen/Qwen2.5-7B,real_b2,real,2,premise,4,0.3344,0.3344,18
Qwen/Qwen2.5-7B,real_b2,real,2,premise,8,0.6365,0.6365,18
Qwen/Qwen2.5-7B,real_b2,real,2,premise,12,0.5513,0.5513,18
Qwen/Qwen2.5-7B,real_b2,real,2,premise,16,0.432,0.432,18
Qwen/Qwen2.5-7B,real_b2,real,2,premise,20,0.5707,0.5707,18
Qwen/Qwen2.5-7B,real_b2,real,2,premise,24,0.4203,0.4203,18
Qwen/Qwen2.5-7B,real_b2,real,2,premise,28,0.2748,0.2748,18
Qwen/Qwen2.5-7B,real_b2,real,2,last,0,-0.3475,0.3475,18
Qwen/Qwen2.5-7B,real_b2,real,2,last,4,0.3322,0.3322,18
Qwen/Qwen2.5-7B,real_b2,real,2,last,8,0.6386,0.6386,18
Qwen/Qwen2.5-7B,real_b2,real,2,last,12,0.5551,0.5551,18
Qwen/Qwen2.5-7B,real_b2,real,2,last,16,0.4343,0.4343,18
Qwen/Qwen2.5-7B,real_b2,real,2,last,20,0.5463,0.5463,18
Qwen/Qwen2.5-7B,real_b2,real,2,last,24,0.4193,0.4193,18
Qwen/Qwen2.5-7B,real_b2,real,2,last,28,0.2154,0.2396,18
