model,dataset,target,layer,seed,arm,whitened,rho,distortion,epochs_trained,best_epoch
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,2,bare_euclidean,True,0.2958,1.0792,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,2,cond_euclidean,True,0.3474,1.126,900,600
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,2,hyperbolic,True,0.309,1.1425,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,3,bare_euclidean,True,0.2762,1.1523,500,200
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,3,cond_euclidean,True,0.3052,1.206,1000,700
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,3,hyperbolic,True,0.2325,1.3583,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,4,bare_euclidean,True,0.2335,1.208,750,450
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,4,cond_euclidean,True,0.3231,1.1337,750,450
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,4,hyperbolic,True,0.1699,1.3775,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,5,bare_euclidean,True,0.2756,1.188,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,5,cond_euclidean,True,0.2036,1.2126,1100,800
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,24,5,hyperbolic,True,0.1454,1.3505,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,0,bare_euclidean,True,0.2015,1.2488,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,0,cond_euclidean,True,0.162,1.2076,950,650
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,0,hyperbolic,True,0.1839,1.3754,600,300
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,1,bare_euclidean,True,0.2206,1.2566,550,250
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,1,cond_euclidean,True,0.2368,1.2211,550,250
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,1,hyperbolic,True,0.1943,1.4357,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,2,bare_euclidean,True,0.2895,1.097,750,450
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,2,cond_euclidean,True,0.2886,1.1375,850,550
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,2,hyperbolic,True,0.3439,1.1263,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,3,bare_euclidean,True,0.2778,1.183,850,550
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,3,cond_euclidean,True,0.1836,1.2413,500,200
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,3,hyperbolic,True,0.3165,1.1909,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,4,bare_euclidean,True,0.214,1.2192,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,4,cond_euclidean,True,0.2385,1.1789,750,450
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,4,hyperbolic,True,0.2238,1.2689,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,5,bare_euclidean,True,0.2866,1.198,500,200
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,5,cond_euclidean,True,0.2826,1.1271,1100,800
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,31,5,hyperbolic,True,0.2957,1.1993,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,0,bare_euclidean,True,0.2266,1.2103,550,250
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,0,cond_euclidean,True,0.1386,1.2684,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,0,hyperbolic,True,0.2197,1.2622,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,1,bare_euclidean,True,0.2522,1.233,700,400
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,1,cond_euclidean,True,0.2187,1.2694,500,200
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,1,hyperbolic,True,0.2462,1.3259,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,2,bare_euclidean,True,0.3263,1.0556,650,350
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,2,cond_euclidean,True,0.3084,1.1179,900,600
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,2,hyperbolic,True,0.2227,1.2893,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,3,bare_euclidean,True,0.2914,1.1636,1100,800
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,3,cond_euclidean,True,0.2409,1.164,1800,1500
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,3,hyperbolic,True,0.3134,1.163,550,250
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,4,bare_euclidean,True,0.2326,1.1843,800,500
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,4,cond_euclidean,True,0.2237,1.1912,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,4,hyperbolic,True,0.173,1.2717,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,5,bare_euclidean,True,0.3037,1.1366,700,400
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,5,cond_euclidean,True,0.2131,1.1692,700,400
mistralai/Mistral-7B-v0.3,harm_beavertails,taxonomy,32,5,hyperbolic,True,0.1704,1.352,350,50
