model,dataset,target,layer,seed,arm,whitened,rho,distortion,epochs_trained,best_epoch
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,8,4,cond_euclidean,True,0.1051,1.2251,750,450
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,8,4,hyperbolic,True,0.1492,1.0431,350,50
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,8,5,bare_euclidean,True,0.2567,1.0879,500,200
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,8,5,cond_euclidean,True,0.2252,1.0907,1550,1250
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,8,5,hyperbolic,True,0.2454,1.0591,350,50
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,0,bare_euclidean,True,0.2158,1.1677,450,150
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,0,cond_euclidean,True,0.1773,1.1272,1700,1400
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,0,hyperbolic,True,0.218,1.0259,350,50
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,1,bare_euclidean,True,0.1533,1.1654,550,250
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,1,cond_euclidean,True,0.1861,1.1447,1850,1550
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,1,hyperbolic,True,0.2107,1.0691,550,250
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,2,bare_euclidean,True,0.1248,1.295,400,100
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,2,cond_euclidean,True,0.0744,1.2328,700,400
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,2,hyperbolic,True,0.1232,1.0737,850,550
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,3,bare_euclidean,True,0.1855,1.1764,500,200
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,3,cond_euclidean,True,0.1436,1.2238,500,200
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,3,hyperbolic,True,0.1794,1.0706,400,100
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,4,bare_euclidean,True,0.0971,1.202,800,500
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,4,cond_euclidean,True,0.0302,1.3065,350,50
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,4,hyperbolic,True,0.1191,1.176,700,400
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,5,bare_euclidean,True,0.2467,1.1587,400,100
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,5,cond_euclidean,True,0.1465,1.1416,1450,1150
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,16,5,hyperbolic,True,0.2049,1.041,400,100
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,0,bare_euclidean,True,0.2017,1.1418,450,150
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,0,cond_euclidean,True,0.1265,1.1847,700,400
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,0,hyperbolic,True,0.1825,1.0325,650,350
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,1,bare_euclidean,True,0.1791,1.1005,1650,1350
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,1,cond_euclidean,True,0.1602,1.1772,650,350
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,1,hyperbolic,True,0.1913,1.1935,500,200
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,2,bare_euclidean,True,0.0951,1.2601,500,200
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,2,cond_euclidean,True,0.1176,1.2383,1100,800
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,2,hyperbolic,True,0.1398,1.0593,450,150
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,3,bare_euclidean,True,0.2066,1.1434,550,250
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,3,cond_euclidean,True,0.1473,1.2106,750,450
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,3,hyperbolic,True,0.1647,1.0997,450,150
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,4,bare_euclidean,True,0.0939,1.217,400,100
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,4,cond_euclidean,True,0.0921,1.2241,650,350
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,4,hyperbolic,True,0.1765,1.1642,550,250
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,5,bare_euclidean,True,0.1805,1.1751,400,100
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,5,cond_euclidean,True,0.1959,1.1614,800,500
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,24,5,hyperbolic,True,0.1518,1.1515,350,50
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,0,bare_euclidean,True,0.2117,1.1349,850,550
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,0,cond_euclidean,True,0.1771,1.1189,1700,1400
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,0,hyperbolic,True,0.2022,1.0345,350,50
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,1,bare_euclidean,True,0.1792,1.1467,1050,750
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,1,cond_euclidean,True,0.1707,1.1425,1000,700
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,1,hyperbolic,True,0.1555,1.0977,350,50
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,2,bare_euclidean,True,0.0775,1.2854,400,100
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,2,cond_euclidean,True,0.1062,1.2199,950,650
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,2,hyperbolic,True,0.157,1.0933,450,150
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,3,bare_euclidean,True,0.1907,1.2083,600,300
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,3,cond_euclidean,True,0.1895,1.1714,1150,850
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,3,hyperbolic,True,0.2725,1.0566,650,350
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,4,bare_euclidean,True,0.1195,1.2408,450,150
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,4,cond_euclidean,True,0.0954,1.2307,650,350
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,4,hyperbolic,True,0.1838,1.0605,350,50
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,5,bare_euclidean,True,0.1934,1.1831,400,100
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,5,cond_euclidean,True,0.2178,1.1277,1050,750
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,31,5,hyperbolic,True,0.2033,1.0203,400,100
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,0,bare_euclidean,True,0.222,1.1433,700,400
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,0,cond_euclidean,True,0.1748,1.1406,1000,700
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,0,hyperbolic,True,0.1842,1.0107,350,50
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,1,bare_euclidean,True,0.2038,1.0909,750,450
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,1,cond_euclidean,True,0.1898,1.1214,1000,700
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,1,hyperbolic,True,0.2205,1.0457,500,200
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,2,bare_euclidean,True,0.102,1.2381,500,200
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,2,cond_euclidean,True,0.1664,1.1569,1950,1650
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,2,hyperbolic,True,0.1523,1.0662,400,100
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,3,bare_euclidean,True,0.2189,1.1481,450,150
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,3,cond_euclidean,True,0.2297,1.1461,950,650
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,3,hyperbolic,True,0.1948,1.1365,500,200
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,4,bare_euclidean,True,0.1323,1.2207,350,50
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,4,cond_euclidean,True,0.1003,1.1811,1200,900
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,4,hyperbolic,True,0.1933,1.0877,350,50
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,5,bare_euclidean,True,0.2098,1.1732,400,100
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,5,cond_euclidean,True,0.2552,1.0853,1600,1300
mistralai/Mistral-7B-v0.3,harm_taxonomy,taxonomy,32,5,hyperbolic,True,0.2662,0.9665,700,400
