model,arm,naming,branching,role,layer,dim,seed,rho_cond_euc,rho_hyp,delta,shuffle_rho_hyp,n_train,n_val
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,5,2,0.0225,0.0225,0.0,-0.0276,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,8,2,0.0225,0.0225,0.0,-0.0313,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,16,2,0.0225,0.0554,0.0328,-0.0238,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,2,3,0.0242,0.0464,0.0222,0.0402,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,3,3,0.0242,0.0242,0.0,0.0376,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,5,3,0.0242,0.0242,0.0,0.0406,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,8,3,0.0242,0.0242,0.0,0.0376,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,16,3,0.0242,0.0464,0.0222,0.0402,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,2,4,0.0291,0.074,0.0449,-0.0203,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,3,4,0.0291,0.074,0.0449,-0.0203,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,5,4,0.0291,0.0589,0.0298,-0.0183,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,8,4,0.0291,0.074,0.0449,-0.0175,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,16,4,0.0291,0.056,0.0268,-0.0175,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,2,5,0.028,0.0694,0.0414,0.026,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,3,5,0.028,0.028,0.0,0.0286,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,5,5,0.028,0.028,0.0,0.0286,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,8,5,0.028,0.0694,0.0414,0.026,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,0,16,5,0.028,0.028,0.0,0.0286,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,2,0,0.0226,0.0286,0.006,-0.0204,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,3,0,0.0002,0.0081,0.0078,-0.0137,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,5,0,-0.0185,0.0708,0.0893,0.0091,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,8,0,-0.0125,0.0954,0.1078,-0.0153,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,16,0,0.1045,0.1326,0.0281,-0.0118,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,2,1,-0.0374,-0.0179,0.0194,-0.014,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,3,1,0.0256,0.0301,0.0044,-0.0333,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,5,1,-0.0012,0.108,0.1092,-0.031,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,8,1,-0.0081,0.1027,0.1108,-0.0045,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,16,1,0.0775,0.0231,-0.0544,-0.0066,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,2,2,-0.0117,0.0398,0.0515,0.0113,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,3,2,-0.0043,-0.0238,-0.0195,0.0545,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,5,2,0.0082,0.0725,0.0642,-0.0157,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,8,2,0.0462,0.0485,0.0023,0.0456,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,16,2,0.1386,0.0686,-0.07,0.0055,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,2,3,0.0334,0.032,-0.0014,0.0221,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,3,3,-0.0294,-0.0167,0.0127,-0.0228,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,5,3,0.0449,0.0397,-0.0051,0.0231,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,8,3,0.0336,0.1577,0.1241,0.0036,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,16,3,0.0841,0.152,0.0679,-0.039,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,2,4,0.0566,0.0496,-0.007,0.017,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,3,4,-0.0122,0.0692,0.0814,0.0122,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,5,4,0.0056,0.0759,0.0703,0.0014,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,8,4,0.0285,0.0906,0.0621,-0.053,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,16,4,0.0791,0.1339,0.0549,-0.0365,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,2,5,0.0381,0.016,-0.0221,-0.0396,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,3,5,0.0183,0.0332,0.0149,0.0235,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,5,5,0.0096,0.0956,0.0861,0.0073,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,8,5,0.0356,0.124,0.0884,0.0064,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,4,16,5,0.0469,0.0706,0.0236,0.0049,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,2,0,0.0305,0.005,-0.0255,0.0041,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,3,0,0.0083,0.0027,-0.0056,-0.032,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,5,0,-0.0097,0.0761,0.0858,0.0282,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,8,0,0.0209,0.1575,0.1366,-0.0099,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,16,0,0.0422,0.1093,0.0671,0.0119,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,2,1,-0.0079,0.0175,0.0255,-0.0263,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,3,1,0.0413,-0.0001,-0.0414,0.0168,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,5,1,-0.0218,0.1355,0.1573,0.0263,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,8,1,0.0094,0.1707,0.1613,-0.0538,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,16,1,0.0942,0.1662,0.0721,-0.0025,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,2,2,0.0214,0.04,0.0186,0.0195,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,3,2,0.0309,-0.0021,-0.0331,0.0283,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,5,2,0.0222,0.0657,0.0435,-0.0068,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,8,2,0.0603,0.0984,0.0381,0.0196,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,16,2,0.0869,0.1313,0.0444,0.0027,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,2,3,-0.0118,0.0278,0.0396,0.024,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,3,3,-0.0505,0.0293,0.0799,0.0528,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,5,3,-0.0097,0.0743,0.084,0.0249,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,8,3,0.0187,0.1,0.0814,0.0421,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,16,3,0.0794,0.0138,-0.0656,0.0311,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,2,4,-0.0139,0.0111,0.0251,0.0416,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,3,4,-0.0054,0.0316,0.037,-0.0307,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,5,4,-0.0124,0.0981,0.1106,-0.0215,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,8,4,-0.0017,0.1029,0.1046,-0.0251,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,16,4,0.0935,0.1178,0.0243,-0.0375,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,2,5,0.0092,0.0319,0.0227,-0.0107,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,3,5,0.0003,0.0293,0.029,0.0029,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,5,5,0.0043,0.0858,0.0815,0.0411,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,8,5,0.0246,0.1122,0.0876,0.0053,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,8,16,5,0.0818,0.0839,0.0022,-0.0062,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,2,0,-0.0142,0.0238,0.038,0.0087,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,3,0,0.0299,0.0859,0.0559,-0.0094,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,5,0,-0.0017,0.1074,0.1091,0.0064,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,8,0,0.0187,0.1559,0.1372,-0.0035,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,16,0,0.0886,0.1923,0.1038,-0.0099,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,2,1,-0.0161,0.0181,0.0342,0.0098,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,3,1,-0.0155,0.002,0.0175,-0.0078,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,5,1,0.0011,0.0711,0.07,-0.0104,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,8,1,0.0282,0.129,0.1008,-0.0102,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,16,1,0.0763,0.1859,0.1096,-0.0372,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,2,2,-0.0052,0.0044,0.0096,-0.0087,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,3,2,-0.023,0.0439,0.067,-0.0106,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,5,2,-0.0297,0.0836,0.1133,-0.0121,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,8,2,-0.015,0.1622,0.1772,0.0328,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,16,2,0.0879,0.0192,-0.0687,0.0579,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,2,3,0.0141,-0.0068,-0.0209,0.0248,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,3,3,-0.011,0.0333,0.0442,0.0074,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,5,3,0.0456,0.0774,0.0318,-0.0048,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,8,3,0.0432,0.1293,0.0861,0.0364,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,16,3,0.0823,0.2227,0.1404,-0.01,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,2,4,0.007,-0.0164,-0.0234,0.006,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,3,4,0.03,0.0319,0.0018,0.0187,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,5,4,-0.0151,0.1256,0.1407,-0.0071,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,8,4,0.0245,0.1383,0.1138,-0.039,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,16,4,0.0762,0.0701,-0.0061,-0.0074,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,2,5,0.0068,0.0133,0.0065,0.0234,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,3,5,-0.0106,0.0407,0.0514,0.0188,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,5,5,-0.005,0.0635,0.0685,-0.0114,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,8,5,0.0264,0.1287,0.1024,-0.0011,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,12,16,5,0.1054,0.2187,0.1133,0.0037,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,2,0,0.0516,0.0551,0.0035,-0.0197,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,3,0,0.045,-0.009,-0.0539,-0.0329,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,5,0,0.1177,0.1443,0.0266,0.0192,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,8,0,0.1039,0.1796,0.0757,0.002,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,16,0,0.1402,0.183,0.0428,-0.0031,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,2,1,0.0575,0.0649,0.0074,-0.0154,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,3,1,0.0717,0.0963,0.0247,0.0376,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,5,1,0.0718,0.0927,0.0208,-0.0191,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,8,1,0.0907,0.1105,0.0198,-0.0454,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,16,1,0.1663,0.2551,0.0888,0.019,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,2,2,0.0482,0.0586,0.0104,-0.0001,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,3,2,0.0754,0.073,-0.0025,-0.0136,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,5,2,0.0751,0.1403,0.0652,0.0216,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,8,2,0.0587,0.1612,0.1024,0.0306,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,16,2,0.0728,0.2101,0.1373,0.0075,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,2,3,0.0435,0.0222,-0.0213,-0.0144,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,3,3,0.0396,0.0759,0.0363,-0.0204,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,5,3,0.0641,0.071,0.0069,0.0095,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,8,3,0.0897,0.149,0.0592,-0.0719,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,16,3,0.1191,0.074,-0.0452,-0.0348,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,2,4,0.0026,-0.0055,-0.0081,-0.0369,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,3,4,0.0331,0.0988,0.0657,0.043,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,5,4,0.0544,0.1447,0.0903,0.0202,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,8,4,0.0442,0.2164,0.1722,-0.0026,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,16,4,0.0805,0.218,0.1376,-0.0414,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,2,5,0.0601,0.0557,-0.0044,-0.0231,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,3,5,0.0069,0.019,0.0121,0.0204,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,5,5,0.0583,0.0782,0.0199,0.0196,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,8,5,0.066,0.1286,0.0626,0.005,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,16,16,5,0.165,0.2501,0.085,-0.0184,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,2,0,0.0472,0.0301,-0.017,0.0101,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,3,0,0.0373,0.0669,0.0295,0.002,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,5,0,0.0772,0.1375,0.0603,0.0243,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,8,0,0.1229,0.2312,0.1082,-0.0101,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,16,0,0.1604,0.1959,0.0355,-0.0164,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,2,1,0.0237,0.046,0.0223,-0.0159,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,3,1,0.0856,0.0599,-0.0256,0.0081,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,5,1,0.0341,0.1228,0.0887,-0.0084,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,8,1,0.1012,0.1647,0.0635,-0.0005,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,16,1,0.2165,0.2445,0.028,-0.0029,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,2,2,0.0397,0.0442,0.0045,-0.0077,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,3,2,0.0731,0.0527,-0.0204,0.0032,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,5,2,0.0629,0.1439,0.081,0.0387,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,8,2,0.1184,0.176,0.0576,-0.0212,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,16,2,0.1964,0.1891,-0.0073,0.0314,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,2,3,0.0809,0.0523,-0.0286,0.0231,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,3,3,0.0458,0.0657,0.0199,-0.0289,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,5,3,0.1413,0.1327,-0.0086,-0.0295,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,8,3,0.117,0.182,0.0651,-0.0152,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,16,3,0.1683,0.2567,0.0884,-0.0277,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,2,4,0.0713,0.096,0.0247,-0.0294,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,3,4,0.1072,0.0721,-0.0351,-0.028,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,5,4,0.0649,0.1695,0.1046,-0.0007,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,8,4,0.0986,0.1563,0.0577,-0.056,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,16,4,0.1677,0.2607,0.093,-0.0137,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,2,5,0.0617,0.0286,-0.0331,-0.0028,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,3,5,0.0694,0.1106,0.0412,-0.0327,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,5,5,0.031,0.0788,0.0478,-0.0212,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,8,5,0.0763,0.149,0.0727,-0.0379,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,20,16,5,0.1831,0.2815,0.0984,-0.0286,42,18
deepseek-ai/DeepSeek-R1-Distill-Qwen-7B,fictional_b1,fictional,1,premise,24,2,0,0.0851,0.0947,0.0096,0.0062,42,18
