model,dataset,target,layer,seed,arm,whitened,rho,distortion,epochs_trained,best_epoch
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,2,bare_euclidean,True,0.2638,1.1711,850,550
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,2,cond_euclidean,True,0.3057,1.0945,800,500
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,2,hyperbolic,True,0.2146,1.361,550,250
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,3,bare_euclidean,True,0.3721,1.1061,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,3,cond_euclidean,True,0.312,1.1282,900,600
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,3,hyperbolic,True,0.3264,1.3061,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,4,bare_euclidean,True,0.2071,1.2148,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,4,cond_euclidean,True,0.2846,1.1045,1700,1400
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,4,hyperbolic,True,0.3056,1.2168,450,150
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,5,bare_euclidean,True,0.222,1.2208,350,50
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,5,cond_euclidean,True,0.2708,1.1769,1000,700
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,14,5,hyperbolic,True,0.2592,1.4839,800,500
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,0,bare_euclidean,True,0.2676,1.1854,750,450
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,0,cond_euclidean,True,0.3199,1.1014,1750,1450
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,0,hyperbolic,True,0.2875,1.2083,350,50
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,1,bare_euclidean,True,0.2352,1.2214,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,1,cond_euclidean,True,0.2339,1.2029,850,550
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,1,hyperbolic,True,0.1822,1.3427,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,2,bare_euclidean,True,0.2178,1.1767,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,2,cond_euclidean,True,0.2438,1.1782,1050,750
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,2,hyperbolic,True,0.2024,1.2546,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,3,bare_euclidean,True,0.3444,1.1206,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,3,cond_euclidean,True,0.3588,1.1393,1250,950
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,3,hyperbolic,True,0.3094,1.2035,350,50
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,4,bare_euclidean,True,0.1761,1.2291,550,250
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,4,cond_euclidean,True,0.2455,1.1442,800,500
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,4,hyperbolic,True,0.1263,1.3602,350,50
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,5,bare_euclidean,True,0.1996,1.2378,450,150
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,5,cond_euclidean,True,0.3431,1.1909,900,600
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,21,5,hyperbolic,True,0.2543,1.3121,450,150
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,0,bare_euclidean,True,0.2672,1.2013,450,150
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,0,cond_euclidean,True,0.2695,1.1876,900,600
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,0,hyperbolic,True,0.1559,1.4537,500,200
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,1,bare_euclidean,True,0.2552,1.2089,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,1,cond_euclidean,True,0.2788,1.1683,750,450
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,1,hyperbolic,True,0.2432,1.2386,350,50
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,2,bare_euclidean,True,0.1819,1.2447,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,2,cond_euclidean,True,0.2149,1.1818,750,450
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,2,hyperbolic,True,0.2256,1.26,350,50
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,3,bare_euclidean,True,0.3078,1.1447,450,150
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,3,cond_euclidean,True,0.3384,1.1057,1000,700
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,3,hyperbolic,True,0.2734,1.298,450,150
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,4,bare_euclidean,True,0.169,1.2701,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,4,cond_euclidean,True,0.27,1.1311,850,550
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,4,hyperbolic,True,0.2431,1.2735,350,50
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,5,bare_euclidean,True,0.2322,1.206,450,150
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,5,cond_euclidean,True,0.2963,1.1429,1500,1200
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,27,5,hyperbolic,True,0.338,1.2074,500,200
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,0,bare_euclidean,True,0.249,1.1834,500,200
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,0,cond_euclidean,True,0.3124,1.1341,1400,1100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,0,hyperbolic,True,0.1958,1.3188,350,50
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,1,bare_euclidean,True,0.2391,1.2098,450,150
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,1,cond_euclidean,True,0.1965,1.2536,600,300
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,1,hyperbolic,True,0.2014,1.3335,350,50
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,2,bare_euclidean,True,0.1575,1.2395,500,200
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,2,cond_euclidean,True,0.184,1.1834,1250,950
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,2,hyperbolic,True,0.2494,1.2296,400,100
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,3,bare_euclidean,True,0.3385,1.1132,800,500
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,3,cond_euclidean,True,0.3842,1.0519,1100,800
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,3,hyperbolic,True,0.279,1.2006,350,50
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,4,bare_euclidean,True,0.1917,1.2252,500,200
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,4,cond_euclidean,True,0.2042,1.2059,600,300
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,4,hyperbolic,True,0.2175,1.3219,350,50
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,5,bare_euclidean,True,0.2908,1.1478,1000,700
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,5,cond_euclidean,True,0.2616,1.1729,750,450
Qwen/Qwen2.5-7B,harm_beavertails,taxonomy,28,5,hyperbolic,True,0.2093,1.3049,350,50
