model,dataset,target,layer,seed,arm,whitened,rho,distortion,epochs_trained,best_epoch
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,16,5,hyperbolic,True,0.0524,0.331,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,0,bare_euclidean,True,0.1551,0.3533,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,0,cond_euclidean,True,0.2006,0.2994,650,350
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,0,hyperbolic,True,0.2276,0.3311,1050,750
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,1,bare_euclidean,True,0.2066,0.3055,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,1,cond_euclidean,True,0.2418,0.2449,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,1,hyperbolic,True,0.2427,0.346,650,350
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,2,bare_euclidean,True,0.1524,0.3338,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,2,cond_euclidean,True,0.2167,0.274,700,400
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,2,hyperbolic,True,0.2713,0.3367,750,450
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,3,bare_euclidean,True,0.1269,0.3066,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,3,cond_euclidean,True,0.2048,0.2562,1100,800
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,3,hyperbolic,True,0.1707,0.3179,800,500
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,4,bare_euclidean,True,0.1683,0.3269,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,4,cond_euclidean,True,0.1671,0.2811,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,4,hyperbolic,True,0.1743,0.2752,950,650
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,5,bare_euclidean,True,0.0913,0.318,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,5,cond_euclidean,True,0.1092,0.2392,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,24,5,hyperbolic,True,0.0276,0.3279,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,0,bare_euclidean,True,0.2289,0.3394,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,0,cond_euclidean,True,0.2382,0.3545,550,250
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,0,hyperbolic,True,0.1723,0.3508,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,1,bare_euclidean,True,0.1839,0.314,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,1,cond_euclidean,True,0.2059,0.2475,550,250
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,1,hyperbolic,True,0.2181,0.2961,550,250
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,2,bare_euclidean,True,0.1555,0.3227,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,2,cond_euclidean,True,0.2369,0.2549,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,2,hyperbolic,True,0.1946,0.2727,550,250
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,3,bare_euclidean,True,0.1576,0.3073,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,3,cond_euclidean,True,0.2387,0.2743,1100,800
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,3,hyperbolic,True,0.1877,0.2289,1800,1500
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,4,bare_euclidean,True,0.2098,0.312,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,4,cond_euclidean,True,0.27,0.2595,550,250
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,4,hyperbolic,True,0.2078,0.326,650,350
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,5,bare_euclidean,True,0.086,0.3127,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,5,cond_euclidean,True,0.0694,0.2599,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,31,5,hyperbolic,True,0.0868,0.3036,700,400
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,0,bare_euclidean,True,0.2491,0.3393,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,0,cond_euclidean,True,0.2942,0.3186,1000,700
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,0,hyperbolic,True,0.2075,0.382,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,1,bare_euclidean,True,0.1869,0.3219,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,1,cond_euclidean,True,0.2444,0.2343,750,450
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,1,hyperbolic,True,0.2232,0.3573,650,350
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,2,bare_euclidean,True,0.1439,0.3273,350,50
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,2,cond_euclidean,True,0.2751,0.2467,900,600
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,2,hyperbolic,True,0.2962,0.2642,1200,900
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,3,bare_euclidean,True,0.1477,0.3156,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,3,cond_euclidean,True,0.2061,0.2328,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,3,hyperbolic,True,0.1144,0.2968,600,300
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,4,bare_euclidean,True,0.2212,0.3177,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,4,cond_euclidean,True,0.3131,0.2546,450,150
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,4,hyperbolic,True,0.1769,0.307,600,300
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,5,bare_euclidean,True,0.0821,0.3176,400,100
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,5,cond_euclidean,True,0.131,0.223,1450,1150
mistralai/Mistral-7B-v0.3,harm_beavertails,depth,32,5,hyperbolic,True,0.0206,0.3084,500,200
